cement,cement_type,cement_grade,silica_fume,fly_ash,fly_ash_type,limestone_powder,quartz_powder,glass_powder,rice_husk_ash,metakaolin,ggbfs,slag,slag_type,nano_caco3,nano_al2o3,nano_tio2,nano_sio2,filler,filler_type,sand,sand_type,sand_max_size,fiber1_type,fiber1_amount,fiber1_length,fiber1_diameter,fiber2_type,fiber2_amount,water,sp_type,sp_amount,curing_method,curing_temp,cs_28d
839.0,OPC_I,,94.0,0.0,not_applicable,0.0,0.0,0.0,0.0,94.0,21.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,926.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,67.8,Standard Curing,,130.0
755.0,OPC_I,,94.0,0.0,not_applicable,0.0,0.0,0.0,0.0,94.0,105.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,928.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,64.98,Standard Curing,,111.5
839.0,OPC_I,,78.0,0.0,not_applicable,0.0,0.0,0.0,0.0,104.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,26.0,Pumicite,940.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,62.15,Standard Curing,,119.0
839.0,OPC_I,,78.0,0.0,not_applicable,0.0,0.0,0.0,0.0,130.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,934.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,64.98,Standard Curing,,121.0
839.0,OPC_I,,52.0,0.0,not_applicable,0.0,0.0,0.0,0.0,156.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,946.0,unknown_type,,Straight Steel Fiber,119.0,13.0,0.2,not_applicable,0.0,147.0,PCE_SP,62.15,Standard Curing,,116.0
856.0,OPC_42.5,42.5,214.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1178.0,Quartz Sand,0.8,Straight Steel Fiber,160.0,13.0,0.2,not_applicable,0.0,182.0,HRWRA,24.6,Standard Curing,20.0,157.0
589.0,OPC_42.5,42.5,214.0,161.0,class F,0.0,0.0,0.0,0.0,0.0,107.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1178.0,Quartz Sand,0.8,Straight Steel Fiber,160.0,13.0,0.2,not_applicable,0.0,182.0,HRWRA,16.1,Standard Curing,20.0,164.0
375.0,OPC_42.5,42.5,214.0,161.0,class F,0.0,0.0,0.0,0.0,0.0,321.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1178.0,Quartz Sand,0.8,Straight Steel Fiber,160.0,13.0,0.2,not_applicable,0.0,182.0,HRWRA,9.1,Standard Curing,20.0,144.0
1000.0,OPC_52.5,52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,162.0
900.0,OPC_52.5,52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,100.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,167.0
800.0,OPC_52.5,52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,200.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,157.0
700.0,OPC_52.5,52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,300.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,156.0
500.0,OPC_52.5,52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,500.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,152.0
300.0,OPC_52.5,52.5,250.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,700.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,132.0
1000.0,OPC_52.5,52.5,175.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,75.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,168.0
1000.0,OPC_52.5,52.5,125.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,125.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,152.0
1000.0,OPC_52.5,52.5,75.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,175.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,150.0
1000.0,OPC_52.5,52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,250.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,147.0
700.0,OPC_52.5,52.5,175.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,375.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,166.0
700.0,OPC_52.5,52.5,125.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,425.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,150.0
700.0,OPC_52.5,52.5,75.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,475.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,147.0
700.0,OPC_52.5,52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,550.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,137.0
300.0,OPC_52.5,52.5,175.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,775.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,130.0
300.0,OPC_52.5,52.5,125.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,825.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,120.5
300.0,OPC_52.5,52.5,75.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,875.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,108.0
300.0,OPC_52.5,52.5,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,950.0,Recycled Brick Powder,1250.0,Silica Sand,0.3,Straight Steel Fiber,156.0,12.0,0.2,not_applicable,0.0,225.0,PCE_SP,24.8,Standard Curing,20.0,103.0
807.0,HS_cement,,225.0,0.0,not_applicable,0.0,243.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,972.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,169.0
724.0,HS_cement,,224.0,0.0,not_applicable,0.0,241.0,81.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,966.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,168.0
639.0,HS_cement,,222.0,0.0,not_applicable,0.0,240.0,160.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,960.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,193.0,PCE_HRWRA,13.0,Standard Curing,20.0,173.0
556.0,HS_cement,,221.0,0.0,not_applicable,0.0,238.0,238.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,953.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,192.0,PCE_HRWRA,13.0,Standard Curing,20.0,165.0
473.0,HS_cement,,219.0,0.0,not_applicable,0.0,237.0,316.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,947.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,191.0,PCE_HRWRA,13.0,Standard Curing,20.0,157.0
392.0,HS_cement,,217.0,0.0,not_applicable,0.0,235.0,392.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,941.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,190.0,PCE_HRWRA,13.0,Standard Curing,20.0,150.0
807.0,HS_cement,,224.0,0.0,not_applicable,0.0,121.0,121.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,967.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,172.0
807.0,HS_cement,,224.0,0.0,not_applicable,0.0,0.0,242.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,967.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Standard Curing,20.0,168.0
636.0,HS_cement,,221.0,0.0,not_applicable,0.0,0.0,398.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,955.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,193.0,PCE_HRWRA,13.0,Standard Curing,20.0,168.0
623.0,HS_cement,,216.0,0.0,not_applicable,0.0,0.0,390.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,935.0,Quartz Sand,0.6,Straight Steel Fiber,158.0,13.0,0.2,not_applicable,0.0,188.0,PCE_HRWRA,13.0,Standard Curing,20.0,172.0
807.0,HS_cement,,225.0,0.0,not_applicable,0.0,243.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,972.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,205.0
724.0,HS_cement,,224.0,0.0,not_applicable,0.0,241.0,81.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,966.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,210.0
639.0,HS_cement,,222.0,0.0,not_applicable,0.0,240.0,160.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,960.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,193.0,PCE_HRWRA,13.0,Heat Curing,90.0,212.0
556.0,HS_cement,,221.0,0.0,not_applicable,0.0,238.0,238.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,953.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,192.0,PCE_HRWRA,13.0,Heat Curing,90.0,197.0
473.0,HS_cement,,219.0,0.0,not_applicable,0.0,237.0,316.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,947.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,191.0,PCE_HRWRA,13.0,Heat Curing,90.0,195.0
392.0,HS_cement,,217.0,0.0,not_applicable,0.0,235.0,392.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,941.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,190.0,PCE_HRWRA,13.0,Heat Curing,90.0,190.0
807.0,HS_cement,,224.0,0.0,not_applicable,0.0,121.0,121.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,967.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,222.0
807.0,HS_cement,,224.0,0.0,not_applicable,0.0,0.0,242.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,967.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,195.0,PCE_HRWRA,13.0,Heat Curing,90.0,234.0
636.0,HS_cement,,221.0,0.0,not_applicable,0.0,0.0,398.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,955.0,Quartz Sand,0.6,not_applicable,0.0,,,not_applicable,0.0,193.0,PCE_HRWRA,13.0,Heat Curing,90.0,212.0
623.0,HS_cement,,216.0,0.0,not_applicable,0.0,0.0,390.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,935.0,Quartz Sand,0.6,Straight Steel Fiber,158.0,13.0,0.2,not_applicable,0.0,188.0,PCE_HRWRA,13.0,Heat Curing,90.0,220.0
900.0,OPC_I,,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1005.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,161.0
900.0,OPC_I,,132.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,88.0,Natural Pozzolana,1030.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,147.0
900.0,OPC_I,,88.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,132.0,Natural Pozzolana,1042.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,154.0
900.0,OPC_I,,44.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,176.0,Natural Pozzolana,1055.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,136.0
900.0,OPC_I,,132.0,88.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1030.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,150.0
900.0,OPC_I,,88.0,132.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1042.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,158.0
900.0,OPC_I,,44.0,176.0,class F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1055.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,143.0
900.0,OPC_I,,209.0,0.0,not_applicable,11.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,1000.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,159.0
900.0,OPC_I,,198.0,0.0,not_applicable,22.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,990.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,146.0
900.0,OPC_I,,176.0,0.0,not_applicable,44.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,985.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,152.0
900.0,OPC_I,,209.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,11.0,Cement Kiln Dust,1008.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,144.0
900.0,OPC_I,,198.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,22.0,Cement Kiln Dust,1000.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,142.0
900.0,OPC_I,,176.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,44.0,Cement Kiln Dust,1015.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,152.0
900.0,OPC_I,,209.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,11.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,1010.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,134.0
900.0,OPC_I,,198.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,22.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,1000.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,140.0
900.0,OPC_I,,176.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,44.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,1025.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,161.0
900.0,OPC_I,,220.0,0.0,not_applicable,47.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,931.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,125.0
900.0,OPC_I,,220.0,0.0,not_applicable,87.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,868.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,163.0
900.0,OPC_I,,220.0,0.0,not_applicable,153.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,764.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,132.0
900.0,OPC_I,,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,48.0,Cement Kiln Dust,962.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,153.0
900.0,OPC_I,,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,92.0,Cement Kiln Dust,922.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,135.0
900.0,OPC_I,,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,170.0,Cement Kiln Dust,851.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,100.0
900.0,OPC_I,,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,49.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,972.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,161.0
900.0,OPC_I,,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,94.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,942.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,153.0
900.0,OPC_I,,220.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,177.0,Steel Slag,0.0,0.0,0.0,0.0,0.0,not_applicable,886.0,Fine Dune Sand,0.6,Straight Steel Fiber,157.0,12.7,0.15,not_applicable,0.0,162.0,PCE_HRWRA,40.0,Standard Curing,22.0,160.0
828.0,OPC_52.5,52.5,207.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not_applicable,0.0,0.0,0.0,0.0,0.0,not_applicable,911.0,Silica Sand,0.3,not_applicable,0.0,,,not_applicable,0.0,224.6,unknown_type,26.4,Standard Curing,20.0,98.0
